Inchi solute,smiles solute,logS_aq_avg,logS_aq_std,logS_aq_all_data,count,general data source,more specific data source
"InChI=1/C6H4F3N5/c7-6(8,9)3-2-4(12-1-11-2)14-5(10)13-3/h1-2H,(H2,10,11,12,14)/f/h10H2",NC1=NC2=NC=NC2C(=N1)C(F)(F)F,-3.13,0,[-3.13],1,Ochem,A111278
"InChI=1/C6H4ClNO3/c7-4-1-2-5(8(10)11)6(9)3-4/h1-3,9H",Oc1cc(Cl)ccc1[N+]([O-])=O,-2.64,0,[-2.64],1,aqsol,
"InChI=1/C6H4ClN6/c1-13-2-9-4-3(13)5(12-8)11-6(7)10-4/h2H,1H2,(H,10,11,12)/f/h12H",[#6][NH0]1C=[NH0]C2=[NH0]C(Cl)=[NH0]C(N[#7])=C12,-1.14,0,[-1.14],1,Ochem,A111278
"InChI=1/C6H14N2O/c1-8(2)5-3-4-7-6-9/h6H,3-5H2,1-2H3,(H,7,9)/f/h7H",CN(C)CCCNC=O,0.89,0,[0.89],1,aqsol,
"InChI=1/C6H4Cl3N/c7-3-1-5(9)6(10)2-4(3)8/h1-2H,10H2",Nc1cc(Cl)c(Cl)cc1Cl,-3.44,0,[-3.44],1,aqsol,
"InChI=1/C6H4Cl2N4/c1-12-2-9-5-3(12)4(7)10-6(8)11-5/h2H,1H3",CN1C=NC2=C1C(Cl)=NC(Cl)=N2,-1.15,0,[-1.15],1,"Ochem, aqsol","A5643, nan"
"InChI=1/C6H4Cl2N2O2/c7-4-1-2-6(5(8)3-4)9-10(11)12/h1-3,9H",ClC1=CC(Cl)=C(NN(=O)=O)C=C1,-3,0,[-3.0],1,Ochem,A108291
"InChI=1/C6H4Cl2N2O2/c7-3-1-2(9)4(8)5(10-3)6(11)12/h1H,(H2,9,10)(H,11,12)/f/h11H,9H2",Nc1cc(Cl)nc(C(O)=O)c1Cl,0,0,[-0.0],1,aqsol,
InChI=1/C6H4BrNO2/c7-5-1-3-6(4-2-5)8(9)10/h1-4H,[H]C1=C([H])C(=C([H])C([H])=C1Br)N(=O)=O,-3.25,0,[-3.25],1,Ochem,A111695
"InChI=1/C6H4Br2O/c7-4-1-2-6(9)5(8)3-4/h1-3,9H",Oc1ccc(Br)cc1Br,-2.12,0,[-2.12],1,aqsol,
"InChI=1/C6H3N7O3/c14-4-7-1-8-5(15)10-3-12-6(16)11-2(9-4)13(1)3/h(H3,7,8,9,10,11,12,14,15,16)/f/h7,9-10H",O=C1NC2=NC(=O)NC3=NC(=O)N=C(N1)N23,-1.96,0,[-1.96],1,Ochem,A108291
InChI=1/C6H2ClN3O6/c7-6-4(9(13)14)1-3(8(11)12)2-5(6)10(15)16/h1-2H,[O-][N+](=O)c1cc(c(Cl)c(c1)[N+]([O-])=O)[N+]([O-])=O,-2.67,0,[-2.67],1,aqsol,
InChI=1/C6H3N5/c7-6-10-3-4-5(11-6)9-2-1-8-4/h1-3H,[#7]C1=[NH0]C=C2[NH0]=CC=[NH0]C2=[NH0]1,-2.3,0,[-2.3],1,Ochem,A111278
"InChI=1/C6H4Cl3N/c7-3-1-2-4(10)6(9)5(3)8/h1-2H,10H2",NC1=C(Cl)C(Cl)=C(Cl)C=C1,-3.47,0,[-3.47],1,Ochem,A111695
"InChI=1/C6H14N2/c1-7-3-5-8(2)6-4-7/h3-6H2,1-2H3",CN1CCN(C)CC1,0.94,0,[0.94],1,aqsol,
"InChI=1/C6H13ClO/c7-5-3-1-2-4-6-8/h8H,1-6H2",OCCCCCCCl,-1.08,0,[-1.08],1,aqsol,
"InChI=1/C6H13NO2/c1-4(2)3-5(7)6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)/t5-/m1/s1/f/h7H",CC(C)C[C@@H]([NH3+])C([O-])=O,-0.8,0,[-0.8],1,Ochem,A112523
"InChI=1/C6H14N2O6/c7-8-6(14)5(13)4(12)3(11)2(10)1-9/h2-5,9-13H,1,7H2,(H,8,14)/f/h8H",NNC(=O)C(O)C(O)C(O)C(O)CO,-0.5,0,[-0.5],1,"Ochem, Ochem, aqsol","A5643, A111278, nan"
"InChI=1/C6H14O5/c7-1-5(9)3-11-4-6(10)2-8/h5-10H,1-4H2",OCC(O)COCC(O)CO,0.78,0,[0.78],1,aqsol,
"InChI=1/C6H14O3/c1-5-6(7-2,8-3)9-4/h5H2,1-4H3",CCC(OC)(OC)OC,0.87,0,[0.87],1,Ochem,A5643
"InChI=1/C6H14O3/c1-5(8)4-9-6(2)3-7/h5-8H,3-4H2,1-2H3/t5-,6+/m1/s1",C[C@@H](O)CO[C@@H](C)CO,0.87,0,[0.87],1,Ochem,A108291
"InChI=1/C6H13N/c1-7-5-3-2-4-6-7/h2-6H2,1H3",CN1CCCCC1,0.23,0,[0.23],1,"AlogS, aqsol","nan, nan"
"InChI=1/C6H14O3/c1-5(7)3-9-4-6(2)8/h5-8H,3-4H2,1-2H3",CC(O)COCC(C)O,0.87,0,[0.87],1,Ochem,A5643
"InChI=1/C6H14O3/c1-3-7-5-9-6-8-4-2/h3-6H2,1-2H3",CCOCOCOCC,-0.13,0,[-0.13],1,"Ochem, Ochem, aqsol","A5643, A111278, nan"
"InChI=1/C6H14O3/c1-3-5(7)9-6(8)4-2/h5-8H,3-4H2,1-2H3",CCC(O)OC(O)CC,0.87,0,[0.87],1,aqsol,
"InChI=1/C6H14O3/c1-2-6(3-7,4-8)5-9/h7-9H,2-5H2,1H3",CCC(CO)(CO)CO,0.87,0,[0.87],1,aqsol,
"InChI=1/C6H14O2/c7-5-3-1-2-4-6-8/h7-8H,1-6H2",OCCCCCCO,1.63,0,[1.63],1,aqsol,
"InChI=1/C6H14O2/c1-6(2-4-7)3-5-8/h6-8H,2-5H2,1H3",CC(CCO)CCO,0.93,0,[0.93],1,aqsol,
"InChI=1/C6H14O2/c1-6(2,8-3)4-5-7/h7H,4-5H2,1-3H3",COC(C)(C)CCO,-0.07,0,[-0.07],1,aqsol,
"InChI=1/C6H14O/c1-5-6(2,3)7-4/h5H2,1-4H3",CCC(C)(C)OC,-0.98,0,[-0.98],1,aqsol,
"InChI=1/C6H14O/c1-5(7)6(2,3)4/h5,7H,1-4H3/t5-/m1/s1",C[C@@H](O)C(C)(C)C,-0.62,0,[-0.62],1,Ochem,A112523
"InChI=1/C6H14O3/c1-4-9-6(8-3)5-7-2/h6H,4-5H2,1-3H3",CCOC(COC)OC,0.88,0,[0.88],1,Ochem,A112473
"InChI=1/C6H13N3O5/c7-6(14)9-8-1-3(11)5(13)4(12)2-10/h1,3-5,10-13H,2H2,(H3,7,9,14)/f/h9H,7H2",NC(=O)NN=CC(O)C(O)C(O)CO,0.02,0,[0.02],1,aqsol,
"InChI=1/C6H13NO/c1-4-7(5-2)6(3)8/h4-5H2,1-3H3",CCN(CC)C(C)=O,-0.33,0,[-0.33],1,Ochem,A111695
"InChI=1/C6H13O9P/c7-1-2-3(8)4(9)5(10)6(14-2)15-16(11,12)13/h2-10H,1H2,(H2,11,12,13)/f/h11-12H",OCC1OC(OP(O)(O)=O)C(O)C(O)C1O,0.58,0,[0.58],1,"Ochem, aqsol","A5643, nan"
"InChI=1/C6H13NOS/c1-4-7-6(9)8-5(2)3/h5H,4H2,1-3H3,(H,7,9)/f/h7H",CCNC(=S)OC(C)C,-1.74,0,[-1.74],1,aqsol,
"InChI=1/C6H13NO6/c7-3(6(12)13)5(11)4(10)2(9)1-8/h2-5,8-11H,1,7H2,(H,12,13)/t2-,3+,4-,5-/m1/s1/f/h12H",N[C@@H]([C@@H](O)[C@H](O)[C@H](O)CO)C(O)=O,-0.86,0,[-0.86],1,Ochem,A108291
"InChI=1/C6H13NO6/c7-3(6(12)13)5(11)4(10)2(9)1-8/h2-5,8-11H,1,7H2,(H,12,13)/f/h12H",NC(C(O)C(O)C(O)CO)C(O)=O,-0.86,0,[-0.86],1,"Ochem, Ochem, aqsol","A5643, A111278, nan"
"InChI=1/C6H13NO4/c8-2-3-5(10)6(11)4(9)1-7-3/h3-11H,1-2H2/t3-,4+,5-,6-/m1/s1",OC[C@H]1NC[C@H](O)[C@@H](O)[C@@H]1O,0.4,0,[0.4],1,aqsol,
"InChI=1/C6H13NO2/c1-4-7(5-2)6(8)9-3/h4-5H2,1-3H3",CCN(CC)C(=O)OC,-0.29,0,[-0.29],1,"Ochem, Ochem, aqsol","A5643, A111278, nan"
"InChI=1/C6H13NO2/c1-4-7(3)6(8)9-5-2/h4-5H2,1-3H3",CCOC(=O)N(C)CC,-0.42,0,[-0.42],1,"Ochem, Ochem, aqsol","A5643, A111278, nan"
"InChI=1/C6H13N3O5/c7-6(14)9-8-1-3(11)5(13)4(12)2-10/h1,3-5,10-13H,2H2,(H3,7,9,14)/t3-,4+,5+/m0/s1/f/h9H,7H2",NC(=O)NN=C[C@H](O)[C@@H](O)[C@H](O)CO,-0.13,0,[-0.13],1,aqsol,
"InChI=1/C6H13NO2/c1-4-6(2,3)9-5(7)8/h4H2,1-3H3,(H2,7,8)/f/h7H2",CCC(C)(C)OC(N)=O,-0.8,0,[-0.8],1,Ochem,A112473
"InChI=1/C6H13NO2/c1-3-4-5-9-6(8)7-2/h3-5H2,1-2H3,(H,7,8)/f/h7H",CCCCOC(=O)NC,-1.44,0,[-1.44],1,Ochem,A5643
"InChI=1/C6H13NO2/c1-3-4-5(2)9-6(7)8/h5H,3-4H2,1-2H3,(H2,7,8)/t5-/m0/s1/f/h7H2",CCC[C@H](C)OC(N)=O,-1.23,0,[-1.23],1,Ochem,A108291
"InChI=1/C6H13NO2/c1-3-4-5(2)9-6(7)8/h5H,3-4H2,1-2H3,(H2,7,8)/f/h7H2",CCCC(C)OC(N)=O,-1.23,0,[-1.23],1,Ochem,A5643
"InChI=1/C6H13NO2/c1-3-4(2)5(7)6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)/t4?,5-/m1/s1/f/h8H",CCC(C)[C@@H](N)C(O)=O,-0.5,0,[-0.5],1,Ochem,A108291
"InChI=1/C6H13NO2/c1-3-4(2)5(7)6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)/t4-,5+/m0/s1/f/h8H",CC[C@H](C)[C@@H](N)C(O)=O,-0.79,0,[-0.79],1,aqsol,
"InChI=1/C6H13NO2/c1-3-4(2)5(7)6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)/t4-,5+/m0/s1/f/h7H",CC[C@H](C)[C@@H]([NH3+])C([O-])=O,-0.59,0,[-0.59],1,Ochem,A112523
"InChI=1/C6H13NO2/c1-2-3-4-5-9-6(7)8/h2-5H2,1H3,(H2,7,8)/f/h7H2",NC(OCCCCC)=O,-1.47,0,[-1.47],1,"AlogS, Ochem, Ochem, Ochem, Ochem, Ochem, Ochem, aqsol","nan, A64, A171, A5370, A111541, A112473, A112523, nan"
"InChI=1/C6H13NO/c1-5-3-7-4-6(2)8-5/h5-7H,3-4H2,1-2H3",CC1CNCC(C)O1,0.94,0,[0.94],1,aqsol,
"InChI=1/C6H13NO2/c1-3-5(6(8)9)7-4-2/h5,7H,3-4H2,1-2H3,(H,8,9)/f/h8H",CCNC(CC)C(O)=O,-0.42,0,[-0.42],1,"Ochem, Ochem, aqsol","A5643, A111278, nan"
"InChI=1/C14H12O4/c15-11-7-13(14(16)17)18-12-6-9-4-2-1-3-8(9)5-10(11)12/h5-7H,1-4H2,(H,16,17)/f/h16H",OC(=O)C1=CC(=O)C2=C(O1)C=C1CCCCC1=C2,-1.05,0,[-1.05],1,"Ochem, aqsol","A112076, nan"
"InChI=1/C6H6O6/c7-1-3-4(12-5(1)9)2(8)6(10)11-3/h1-4,7-8H",OC1C2OC(=O)C(O)C2OC1=O,-0.5,0,[-0.5],1,Ochem,A5643
"InChI=1/C6H6N/c1-6-3-2-4-7-5-6/h2-5H,1H2",[#6]C1=C[NH0]=CC=C1,1.03,0,[1.03],1,Ochem,A111278
"InChI=1/C11H22O/c1-4-6-7-9-11(12)10(3)8-5-2/h8,11-12H,4-7,9H2,1-3H3/b10-8+",CCCCCC(O)C(/C)=C/CC,-3.43,0,[-3.43],1,aqsol,
"InChI=1/C13H20O/c1-5-7-11(14)12-10(2)8-6-9-13(12,3)4/h5,7-8,12H,6,9H2,1-4H3/b7-5+",C/C=C/C(=O)C1C(=CCCC1(C)C)C,-3.14,0,[-3.14],1,aqsol,
"InChI=1/C13H20O/c1-4-5-8-12(14)11-7-6-9-13(2,3)10-11/h4,7H,1,5-6,8-10H2,2-3H3",CC1(C)CCC=C(C1)C(=O)CCC=C,-3.53,0,[-3.53],1,aqsol,
"InChI=1/C11H22O3/c1-3-4-5-6-7-8-9-14-11(13)10(2)12/h10,12H,3-9H2,1-2H3/t10-/m1/s1",CCCCCCCCOC(=O)[C@@H](C)O,-1.27,0,[-1.27],1,Ochem,A108291
"InChI=1/C13H20O/c1-3-10-9-7-12(11(10)4-1)13(8-9)5-2-6-14-13/h9-12H,1-8H2",C1COC2(C1)CC3CC2C4CCCC34,-5.94,0,[-5.94],1,aqsol,
"InChI=1/C13H20O/c1-2-3-4-5-6-7-12-8-10-13(14)11-9-12/h8-11,14H,2-7H2,1H3",CCCCCCCc1ccc(O)cc1,-3.66,0,[-3.66],1,aqsol,
"InChI=1/C11H22O3/c1-4-6-7-10(5-2)8-14-11(13)9(3)12/h9-10,12H,4-8H2,1-3H3",CCCCC(CC)COC(=O)C(C)O,-2.67,0,[-2.67],1,aqsol,
"InChI=1/C13H20O/c1-12(2)8-10-14-11-9-13-6-4-3-5-7-13/h3-7,12H,8-11H2,1-2H3",CC(C)CCOCCc1ccccc1,-3.93,0,[-3.93],1,aqsol,
"InChI=1/C13H20O/c1-5-7-11(14)12-10(2)8-6-9-13(12,3)4/h5,7H,6,8-9H2,1-4H3/b7-5+",C\C=C\C(=O)C1=C(C)CCCC1(C)C,-3,0,[-3.0],1,Ochem,A112073
"InChI=1/C13H20O/c1-11(2)7-5-8-12(3)9-6-10-13(4)14/h6-7,9-10H,5,8H2,1-4H3/b10-6+,12-9+",CC(C)=CCC\C(C)=C\C=C\C(C)=O,-3.3,0,[-3.3],1,aqsol,
"InChI=1/C13H20N4O4/c1-5-12(3)8(18)14-10(20)16(12)7-17-11(21)15-9(19)13(17,4)6-2/h5-7H2,1-4H3,(H,14,18,20)(H,15,19,21)/f/h14-15H",CCC1(C)N(CN2C(=O)NC(=O)C2(C)CC)C(=O)NC1=O,-2.52,0,[-2.52],1,Ochem,A108291
"InChI=1/C13H20N2O4/c1-13(11(17)19-3,9-7-5-4-6-8-9)10(16)15-12(18)14-2/h7H,4-6,8H2,1-3H3,(H2,14,15,16,18)/f/h14-15H",CNC(=O)NC(=O)C(C)(C(=O)OC)C1=CCCCC1,-2.68,0,[-2.68],1,"Ochem, aqsol","A112076, nan"
"InChI=1/C13H20N2O3S/c1-5-6-13(16)15(4)11-7-9-12(10-8-11)19(17,18)14(2)3/h7-10H,5-6H2,1-4H3",CCCC(=O)N(C)C1=CC=C(C=C1)S(=O)(=O)N(C)C,-2.16,0,[-2.16],1,"Ochem, aqsol","A112076, nan"
"InChI=1/C13H20N2O3/c16-10-13(11(17)15-12(18)14-10)8-6-4-2-1-3-5-7-9-13/h1-9H2,(H2,14,15,16,17,18)/f/h14-15H",O=C1NC(=O)C2(CCCCCCCCC2)C(=O)N1,-4.59,0,[-4.59],1,"Ochem, aqsol","A112076, nan"
"InChI=1/C11H22O4/c1-2-3-4-5-6-7-11(14)15-9-10(13)8-12/h10,12-13H,2-9H2,1H3",CCCCCCCC(=O)OCC(O)CO,0.18,0,[0.18],1,aqsol,
"InChI=1/C11H23N3O/c1-14(2)9-8-12-11(15)13-10-6-4-3-5-7-10/h10H,3-9H2,1-2H3,(H2,12,13,15)/f/h12-13H",CN(C)CCNC(=O)NC1CCCCC1,-0.66,0,[-0.66],1,"Ochem, aqsol","A5370, nan"
"InChI=1/C13H22N2O/c1-15(2)13(16)14-11-6-5-10-8-3-4-9(7-8)12(10)11/h8-12H,3-7H2,1-2H3,(H,14,16)/f/h14H",[H]N(C(=O)N(C([H])([H])[H])C([H])([H])[H])C1([H])C([H])([H])C([H])([H])C2([H])C3([H])C([H])([H])C([H])([H])C([H])(C3([H])[H])C12[H],-3.01,0,[-3.01],1,Ochem,A111541
"InChI=1/C11H22O/c1-3-4-5-6-7-8-9-11(2)10-12/h10-11H,3-9H2,1-2H3",CCCCCCCCC(C)C=O,-4.03,0,[-4.03],1,aqsol,
"InChI=1/C13H24O/c1-5-6-7-8-13(4)10-9-12(2,3)11(13)14/h5-10H2,1-4H3",CCCCCC1(C)CCC(C)(C)C1=O,-4.02,0,[-4.02],1,aqsol,
"InChI=1/C11H21NO/c1-7-9(13)12-11(5,6)8-10(2,3)4/h7H,1,8H2,2-6H3,(H,12,13)/f/h12H",CC(C)(C)CC(C)(C)NC(=O)C=C,-2.26,0,[-2.26],1,aqsol,
"InChI=1/C13H22N2O/c1-15(2)13(16)14-12-7-8-6-11(12)10-5-3-4-9(8)10/h8-12H,3-7H2,1-2H3,(H,14,16)/t8-,9+,10+,11-,12+/m0/s1/f/h14H",CN(C)C(=O)N[C@@H]1C[C@@H]2C[C@H]1[C@@H]1CCC[C@H]21,-3.17,0,[-3.17],1,Ochem,A111695
"InChI=1/C13H22O2/c1-6-12(14)15-13(5,7-2)10-8-9-11(3)4/h7,9H,2,6,8,10H2,1,3-5H3",CCC(=O)OC(C)(CCC=C(C)C)C=C,-4.38,0,[-4.38],1,aqsol,
"InChI=1/C13H22O2/c1-9(2)12(14)15-11-6-10(3)7-13(4,5)8-11/h10-11H,1,6-8H2,2-5H3",CC1CC(CC(C)(C)C1)OC(=O)C(C)=C,-4.6,0,[-4.6],1,aqsol,
"InChI=1/C13H24O3/c1-5-13(4,7-6-10(2)3)12(14)16-9-11-8-15-11/h10-11H,5-9H2,1-4H3",CCC(C)(CCC(C)C)C(=O)OCC1CO1,-3.51,0,[-3.51],1,aqsol,
"InChI=1/C13H24O2/c1-9(2)8-11-4-6-12(7-5-11)10(3)13(14)15/h9-12H,4-8H2,1-3H3,(H,14,15)/f/h14H",CC(C)CC1CCC(CC1)C(C)C(O)=O,-5.49,0,[-5.49],1,Ochem,A5370
"InChI=1/C13H24O2/c1-5-13(3,4)11-8-6-7-9-12(11)15-10(2)14/h11-12H,5-9H2,1-4H3",CCC(C)(C)C1CCCCC1OC(C)=O,-4.45,0,[-4.45],1,aqsol,
"InChI=1/C13H24O2/c1-4-13(14)15-11-9-7-5-6-8-10-12(2)3/h4,12H,1,5-11H2,2-3H3",CC(C)CCCCCCCOC(=O)C=C,-5.2,0,[-5.2],1,aqsol,
"InChI=1/C11H21N/c1-7-8(6-12)4-9-5-10(7)11(9,2)3/h7-10H,4-6,12H2,1-3H3/t7-,8-,9+,10+/m1/s1",C[C@@H]1[C@@H](CN)C[C@H]2C[C@@H]1C2(C)C,-2.52,0,[-2.52],1,aqsol,
"InChI=1/C11H22O3/c1-4-6-7-10(5-2)8-14-11(13)9(3)12/h9-10,12H,4-8H2,1-3H3/t9-,10?/m0/s1",CCCCC(CC)COC(=O)[C@H](C)O,-2.67,0,[-2.67],1,aqsol,
"InChI=1/C11H21N3O4/c1-6(2)4-8(12)11(18)14-7(3)10(17)13-5-9(15)16/h6-8H,4-5,12H2,1-3H3,(H,13,17)(H,14,18)(H,15,16)/f/h13-15H",CC(C)CC(N)C(=O)NC(C)C(=O)NCC(O)=O,-0.9,0,[-0.9],1,"Ochem, Ochem","A5643, A111278"
"InChI=1/C13H22O2/c1-8-4-13(15-3)9(2)12-6-10(7-14)5-11(8)12/h7-13H,4-6H2,1-3H3",COC1CC(C)C2CC(CC2C1C)C=O,-1.69,0,[-1.69],1,Ochem,A5870
"InChI=1/C11H21N3O4/c1-6(2)4-8(12)11(18)14-7(3)10(17)13-5-9(15)16/h6-8H,4-5,12H2,1-3H3,(H,13,17)(H,14,18)(H,15,16)/t7-,8-/m0/s1/f/h13-15H",CC(C)C[C@H](N)C(=O)N[C@@H](C)C(=O)NCC(O)=O,-0.9,0,[-0.9],1,aqsol,
"InChI=1/C13H24O/c1-10(9-14)5-7-12-8-6-11(2)13(12,3)4/h6,10,12,14H,5,7-9H2,1-4H3",CC(CO)CCC1CC=C(C)C1(C)C,-3.84,0,[-3.84],1,aqsol,
"InChI=1/C11H21N3O4/c1-6(2)5-7(12)10(16)14-8(11(17)18)3-4-9(13)15/h6-8H,3-5,12H2,1-2H3,(H2,13,15)(H,14,16)(H,17,18)/t7-,8+/m0/s1/f/h14,17H,13H2",CC(C)C[C@H](N)C(=O)N[C@H](CCC(N)=O)C(O)=O,-1.57,0,[-1.57],1,aqsol,
"InChI=1/C13H24Cl6O8P2/c14-1-5-22-28(20,23-6-2-15)26-11-13(9-18,10-19)12-27-29(21,24-7-3-16)25-8-4-17/h1-12H2",ClCCO[P](=O)(OCCCl)OCC(CCl)(CCl)CO[P](=O)(OCCCl)OCCCl,-3.4,0,[-3.4],1,aqsol,
"InChI=1/C13H23N/c1-4-10-14(3)12(2)11-13-8-6-5-7-9-13/h1,12-13H,5-11H2,2-3H3",CC(CC1CCCCC1)N(C)CC#C,-5.07,0,[-5.07],1,Ochem,A5370
"InChI=1/C11H21N5S/c1-6-12-9-14-10(13-8(4)7(2)3)16-11(15-9)17-5/h7-8H,6H2,1-5H3,(H2,12,13,14,15,16)/t8-/m1/s1/f/h12-13H",CCNC1=NC(SC)=NC(N[C@H](C)C(C)C)=N1,-3.71,0,[-3.71],1,Ochem,A108291
"InChI=1/C13H23N/c1-3-12(4-2)10-13(11-14)8-6-5-7-9-13/h12H,3-10H2,1-2H3",CCC(CC)CC1(CCCCC1)C#N,-6.59,0,[-6.59],1,aqsol,
"InChI=1/C13H24O2/c1-3-11(4-2)10-13(12(14)15)8-6-5-7-9-13/h11H,3-10H2,1-2H3,(H,14,15)/f/h14H",CCC(CC)CC1(CCCCC1)C(O)=O,-4.28,0,[-4.28],1,aqsol,
"InChI=1/C11H22N2O4S2/c12-8(10(14)15)6-18-4-2-1-3-5-19-7-9(13)11(16)17/h8-9H,1-7,12-13H2,(H,14,15)(H,16,17)/t8-,9-/m0/s1/f/h14,16H",N[C@@H](CSCCCCCSC[C@H](N)C(O)=O)C(O)=O,-2.91,0,[-2.91],1,Ochem,A108291
"InChI=1/C13H20O/c1-5-7-11(14)12-10(2)8-6-9-13(12,3)4/h5-8,10,12H,9H2,1-4H3/b7-5+",C/C=C/C(=O)C1C(C)C=CCC1(C)C,-3.4,0,[-3.4],1,aqsol,
"InChI=1/C11H22O2S/c1-10(2)6-4-3-5-8-13-11(12)7-9-14/h10,14H,3-9H2,1-2H3",CC(C)CCCCCOC(=O)CCS,-4.45,0,[-4.45],1,aqsol,
"InChI=1/C13H4Cl2F6N4O4/c14-6-1-4(12(16,17)18)3-22-11(6)23-9-7(24(26)27)2-5(13(19,20)21)8(15)10(9)25(28)29/h1-3H,(H,22,23)/f/h23H",[O-][N+](=O)C1=CC(=C(Cl)C(=C1NC1=C(Cl)C=C(C=N1)C(F)(F)F)[N+]([O-])=O)C(F)(F)F,-5.42,0,[-5.42],1,Ochem,A108291
"InChI=1/C13H31N3O/c1-13(17)12-16(10-6-8-14(2)3)11-7-9-15(4)5/h13,17H,6-12H2,1-5H3",CC(O)CN(CCCN(C)C)CCCN(C)C,0.61,0,[0.61],1,aqsol,
"InChI=1/C11H19NO2/c1-3-5-6-10(4-2)9-14-11(13)7-8-12/h10H,3-7,9H2,1-2H3",CCCCC(CC)COC(=O)CC#N,-3.29,0,[-3.29],1,aqsol,
"InChI=1/C11H19NO2/c1-9(2)7-4-5-10(9,3)11(12,6-7)8(13)14/h7H,4-6,12H2,1-3H3,(H,13,14)/f/h13H",CC1(C)C2CCC1(C)C(N)(C2)C(O)=O,-1.6,0,[-1.6],1,"Ochem, Ochem, aqsol","A5643, A111278, nan"
"InChI=1/C13H29N/c1-3-10-13(4-2)11-8-6-5-7-9-12-14/h13H,3-12,14H2,1-2H3",CCCC(CC)CCCCCCCN,-3.7,0,[-3.7],1,aqsol,
"InChI=1/C11H19NO2/c1-9(2)7-4-5-10(9,3)11(12,6-7)8(13)14/h7H,4-6,12H2,1-3H3,(H,13,14)/t7-,10-,11-/m1/s1/f/h13H",CC1(C)[C@@H]2CC[C@@]1(C)[C@@](N)(C2)C(O)=O,-1.6,0,[-1.6],1,Ochem,A108291
"InChI=1/C13H28O4/c1-4-15-7-5-6-13(3)17-9-8-16-11-12(2)10-14/h12-14H,4-11H2,1-3H3",CCOCCCC(C)OCCOCC(C)CO,-0.79,0,[-0.79],1,aqsol,
"InChI=1/C13H28O3/c1-11(2)5-7-15-9-13(14)10-16-8-6-12(3)4/h11-14H,5-10H2,1-4H3",CC(C)CCOCC(O)COCCC(C)C,-1.37,0,[-1.37],1,"Ochem, Ochem, aqsol","A5643, A111278, nan"
"InChI=1/C11H19NO4/c1-12-8(6-10(13)15-2)4-5-9(12)7-11(14)16-3/h8-9H,4-7H2,1-3H3",COC(=O)CC1CCC(CC(=O)OC)N1C,-0.17,0,[-0.17],1,Ochem,A5643
"InChI=1/C13H28O/c1-2-3-4-5-6-7-8-9-10-11-12-13-14/h14H,2-13H2,1H3",CCCCCCCCCCCCCO,-3.3,0,[-3.3],1,aqsol,
"InChI=1/C11H20/c1-9-6-7-10-4-2-3-5-11(10)8-9/h9-11H,2-8H2,1H3",CC1CCC2CCCCC2C1,-6.57,0,[-6.57],1,Ochem,A112073
"InChI=1/C13H28O/c1-13(2)11-9-7-5-3-4-6-8-10-12-14/h13-14H,3-12H2,1-2H3",CC(C)CCCCCCCCCCO,-5,0,[-5.0],1,aqsol,
InChI=1/C13H4Cl4N2O7/c14-5-1-7(16)11(3-9(5)18(21)22)25-13(20)26-12-4-10(19(23)24)6(15)2-8(12)17/h1-4H,[O-][N+](=O)c1cc(OC(=O)Oc2cc(c(Cl)cc2Cl)[N+]([O-])=O)c(Cl)cc1Cl,-6.81,0,[-6.81],1,aqsol,
"InChI=1/C11H21N/c1-3-4-5-6-7-8-9-11(2)10-12/h11H,3-9H2,1-2H3",CCCCCCCCC(C)C#N,-4.63,0,[-4.63],1,aqsol,
"InChI=1/C13H24O3/c1-8(2)11-6-5-9(3)7-12(11)16-13(15)10(4)14/h8-12,14H,5-7H2,1-4H3/t9-,10+,11+,12-/m1/s1",CC(C)[C@@H]1CC[C@@H](C)C[C@H]1OC(=O)[C@H](C)O,-2.98,0,[-2.98],1,aqsol,
"InChI=1/C11H23N5/c12-10-7-6-9(11(13)14-10)16-15-8-4-2-1-3-5-8/h8-11,14H,1-7,12-13H2",NC1CCC(N=NC2CCCCC2)C(N)N1,-3.09,0,[-3.09],1,Ochem,A5370
"InChI=1/C11H22O/c1-5-12-10-6-9(2)7-11(3,4)8-10/h9-10H,5-8H2,1-4H3",CCOC1CC(C)CC(C)(C)C1,-4.13,0,[-4.13],1,aqsol,
"InChI=1/C11H22O/c1-8(2)10-6-5-9(3)7-11(10)12-4/h8-11H,5-7H2,1-4H3",COC1CC(C)CCC1C(C)C,-3.93,0,[-3.93],1,aqsol,
"InChI=1/C11H22O2/c1-3-4-5-6-7-8-9-10-13-11(2)12/h3-10H2,1-2H3",CCCCCCCCCOC(C)=O,-4.47,0,[-4.47],1,aqsol,
"InChI=1/C13H21NO3/c1-13(2,3)14-7-12(17)9-4-5-11(16)10(6-9)8-15/h4-6,12,14-17H,7-8H2,1-3H3/t12-/m1/s1",CC(C)(C)NC[C@@H](O)C1=CC(CO)=C(O)C=C1,-1.22,0,[-1.22],1,Ochem,A112523
"InChI=1/C11H22O2/c1-3-5-6-10(4-2)7-12-8-11-9-13-11/h10-11H,3-9H2,1-2H3",CCCCC(CC)COCC1CO1,-3.11,0,[-3.11],1,aqsol,
